id,name,description,how_to_earn,category,type,rarity,stat_key,threshold,threshold_type,requires_verification,icon,icon_url,color_primary,color_secondary,color_glow,banner_gradient,sport,is_active,display_order,created_at,frame_url,glow_url,unlock_effect_url,xp_reward,target_role,min_level,stacks_into,flavor_text,cadence,badge_image_url,chain_id,chain_position,tier,tier0_image_url,engagement_category
ec11e461-f8f7-4e77-a76f-65c221d20dd4,Challenge Accepted III,Complete 10 challenges,challenges_completed,Challenges,stat_cumulative,rare,challenges_completed,10,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_challenge-accepted-iii_rare.png,,,,,volleyball,true,68,2026-03-27T20:07:37.719438+00:00,,,,100,player,6,Challenge Master,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_challenges_completed_rare.png,18,3,3,,coach
1db02090-0a08-4fa4-b7c9-b24d51865900,Challenge Master,Complete 25 challenges (career),challenges_completed,Challenges,stat_cumulative,epic,challenges_completed,25,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_challenge-master_epic.png,,,,,volleyball,true,69,2026-03-27T20:07:37.835064+00:00,,,,200,player,10,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_challenge-master_epic.png,18,4,4,,coach
197d20b7-9809-4faa-be2b-ede5dd891eed,First Game,Play your first game,games_played,Career,stat_cumulative,common,games_played,1,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_first-game_common.png,,,,,volleyball,true,72,2026-03-27T20:07:37.925471+00:00,,,,25,player,1,10 Games,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_games_played_common.png,19,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_first-game-chain_tier0.png,milestone
322fc1f4-a184-4d00-944c-dc4e59aae9b5,25 Games,Play 25 games,games_played,Career,stat_cumulative,uncommon,games_played,25,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_25-games_uncommon.png,,,,,volleyball,true,74,2026-03-27T20:07:38.130993+00:00,,,,50,player,3,50 Games,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_games_played_uncommon.png,19,3,2,,milestone
ac266a2b-fffc-4a5d-9355-54709cbd769c,50 Games,Play 50 games,games_played,Career,stat_cumulative,rare,games_played,50,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_50-games_rare.png,,,,,volleyball,true,75,2026-03-27T20:07:38.236358+00:00,,,,100,player,6,Century Club,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_games_played_rare.png,19,4,3,,milestone
ea31a33c-0fb2-4c22-9112-1157a90579ed,200 Club,Play 200 career games,career_games,Career,stat_cumulative,legendary,career_games,200,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_200-club_legendary.png,,,,,volleyball,true,77,2026-03-27T20:07:38.445257+00:00,,,,500,player,15,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_200-club_legendary.png,19,6,5,,milestone
ab332cb4-6991-4475-b403-83dd1400b9f3,Level 5,Reach Level 5 (Bronze tier),player_level,Levels,stat_cumulative,common,player_level,5,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-5_common.png,,,,,volleyball,true,81,2026-03-27T20:07:38.544244+00:00,,,,25,player,1,Level 10,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-5_common.png,20,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_level-5-chain_tier0.png,milestone
9de3acbb-5f55-41de-8e7f-4cdaa5658814,Level 10,Reach Level 10 (Silver tier),player_level,Levels,stat_cumulative,rare,player_level,10,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-10_rare.png,,,,,volleyball,true,82,2026-03-27T20:07:38.653105+00:00,,,,100,player,1,Level 15,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-10_rare.png,20,2,3,,milestone
ffc710d4-21e4-43e8-9812-54d6379c29e6,Level 15,Reach Level 15 (Gold tier),player_level,Levels,stat_cumulative,epic,player_level,15,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-15_epic.png,,,,,volleyball,true,83,2026-03-27T20:07:38.745532+00:00,,,,200,player,1,Level 20,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-15_epic.png,20,3,4,,milestone
7ef13706-5151-4557-b35a-f61dd8110c56,Level 20,Reach Level 20 (Diamond tier),player_level,Levels,stat_cumulative,legendary,player_level,20,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_level-20_legendary.png,,,,,volleyball,true,84,2026-03-27T20:07:38.856723+00:00,,,,500,player,1,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_player_level_legendary.png,20,4,5,,milestone
e66517e3-1dde-4925-a3fb-9bad07248c91,Leaderboard I,Top 10 in any stat category,leaderboard_top10,Elite,stat_cumulative,uncommon,leaderboard_top10,1,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_leaderboard-i_uncommon.png,,,,,volleyball,true,85,2026-03-27T20:07:38.948892+00:00,,,,50,player,3,Leaderboard II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_leaderboard-i_uncommon.png,21,1,2,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_leaderboard-i-chain_tier0.png,coach
425baaac-cab2-40b2-a3e9-f292c394367a,Leaderboard II,Top 5 in any stat category,leaderboard_top5,Elite,stat_cumulative,rare,leaderboard_top5,1,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_leaderboard-ii_rare.png,,,,,volleyball,true,86,2026-03-27T20:07:39.058502+00:00,,,,100,player,6,Leaderboard III,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_leaderboard-ii_rare.png,21,2,3,,coach
73a67fa4-65aa-4699-8f3a-6fa7df8c0ad2,Leaderboard III,Top 3 in any stat category,leaderboard_top3,Elite,stat_cumulative,epic,leaderboard_top3,1,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_leaderboard-iii_epic.png,,,,,volleyball,true,87,2026-03-27T20:07:39.147739+00:00,,,,200,player,10,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_leaderboard_top3_epic.png,21,3,4,,coach
86949daa-a34d-4529-8ec6-68b439998679,MVP Vote,Receive an MVP nomination,mvp_nominations,Elite,stat_cumulative,rare,mvp_nominations,1,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_mvp-vote_rare-v2.png,,,,,volleyball,true,88,2026-03-27T20:07:39.256081+00:00,,,,100,player,6,Season MVP,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_mvp-vote_rare-v2.png,22,1,3,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_mvp-vote-chain_tier0-v2.png,coach
f4c01a24-9deb-486d-85b2-a94670768819,Season MVP,Win season MVP award,mvp_awards,Elite,stat_cumulative,legendary,mvp_awards,1,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_season-mvp_legendary.png,,,,,volleyball,true,89,2026-03-27T20:07:39.345226+00:00,,,,500,player,15,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_season-mvp_legendary.png,22,2,5,,coach
80d0e8c4-f376-4332-b025-744700a59a47,Error-Free,Play a full game with zero errors,zero_error_games,Fun,stat_cumulative,rare,zero_error_games,1,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_error-free_rare.png,,,,,volleyball,true,94,2026-03-27T20:07:39.459708+00:00,,,,100,player,6,Mr./Ms. Clean,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_error-free_rare.png,23,1,3,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_error-free-chain_tier0.png,community
d73c0aa4-9dc5-4990-a39d-59cd64e38ab3,Mr./Ms. Clean,3 error-free games in a season,zero_error_games,Fun,stat_cumulative,epic,zero_error_games,3,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_mr-ms-clean_epic.png,,,,,volleyball,true,95,2026-03-27T20:07:39.56+00:00,,,,200,player,10,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_mr-ms-clean_epic.png,23,2,4,,community
5204fb52-7004-45c3-82ec-41c2b9eaf7f3,The Closer,Score the winning point,winning_points,Fun,stat_cumulative,uncommon,winning_points,1,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-closer_uncommon.png,,,,,volleyball,true,96,2026-03-27T20:07:39.672783+00:00,,,,50,player,3,Clutch,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_the-closer_uncommon.png,24,1,2,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_the-closer-chain_tier0.png,community
4d95361e-17cf-42ec-bfd4-344a134697b6,Clutch,Score the winning point 5 times,winning_points,Fun,stat_cumulative,epic,winning_points,5,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/volleyball_clutch_winning_points_epic.png,,,,,volleyball,true,97,2026-03-27T20:07:39.763593+00:00,,,,200,player,10,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/badges/volleyball_clutch_winning_points_epic.png,24,2,4,,community
49f0cc9f-1c22-4b4f-ad87-50e2840f1105,Badge Collector I,Earn 10 total badges,total_badges,Meta,stat_cumulative,common,total_badges,10,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-i_common.png,,,,,volleyball,true,98,2026-03-27T20:07:39.880738+00:00,,,,25,player,1,Badge Collector II,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-i_common.png,25,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/tier0/player_badge-collector-i-chain_tier0.png,community
e1b8d7fd-22bc-4426-a816-fc1e8864fb17,Badge Collector II,Earn 25 total badges,total_badges,Meta,stat_cumulative,uncommon,total_badges,25,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-ii_uncommon.png,,,,,volleyball,true,99,2026-03-27T20:07:40.007155+00:00,,,,50,player,3,Badge Collector III,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-ii_uncommon.png,25,2,2,,community
f995b5f9-70d3-415e-859c-62cc96b57651,Badge Collector III,Earn 50 total badges,total_badges,Meta,stat_cumulative,rare,total_badges,50,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-iii_rare.png,,,,,volleyball,true,100,2026-03-27T20:07:40.131276+00:00,,,,100,player,6,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/player/player_badge-collector-iii_rare.png,25,3,3,,community
e5505fcd-c869-434c-8f9b-cbcd143aeb10,50 Games Coached,Coaching veteran,Complete 50 games,Coaching,stat_cumulative,rare,games_completed,50,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-games-coached_rare.png,,,,,volleyball,true,63,2026-03-27T20:07:40.558036+00:00,,,,100,coach,6,100 Games Coached,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-games-coached_rare.png,26,4,3,,milestone
386ffe26-e30c-47b8-b673-c6bf6eb13786,200 Games Coached,Hall of Fame,Complete 200 career games,Coaching,stat_cumulative,legendary,career_games,200,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-games-coached_legendary.png,,,,,volleyball,true,65,2026-03-27T20:07:40.763061+00:00,,,,500,coach,15,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-games-coached_legendary.png,26,6,5,,milestone
dd0b5154-3e6c-4e64-b842-ded1785250bb,Roster Builder I,Got your squad together,Have 8+ players on a team,Management,stat_cumulative,common,roster_size,8,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_roster-builder-i_common.png,,,,,volleyball,true,2,2026-03-27T20:07:40.855843+00:00,,,,25,coach,1,Roster Builder II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_roster-builder-i_common.png,27,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_roster-builder-i-chain_tier0.png,milestone
3079988e-684c-4e2d-99e3-6e7f858da0ab,Roster Builder III,Stacked roster,Have 16 players on a team,Management,stat_cumulative,rare,roster_size,16,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_roster-builder-iii_rare.png,,,,,volleyball,true,4,2026-03-27T20:07:41.06244+00:00,,,,100,coach,6,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_roster-builder-iii_rare.png,27,3,3,,milestone
f8565999-3f82-433d-bf74-0a938f7dbbcf,Stat Keeper I,You believe in data,Enter stats for 3 games,Management,stat_cumulative,common,games_with_stats,3,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_stat-keeper-i_common.png,,,,,volleyball,true,5,2026-03-27T20:07:41.1759+00:00,,,,25,coach,1,Stat Keeper II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_stat-keeper-i_common.png,28,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_stat-keeper-i-chain_tier0.png,milestone
e7b92ebd-4f81-4828-bb3b-fd36ab81b0ad,Stat Keeper III,Moneyball coach,Enter stats for 25 games,Management,stat_cumulative,rare,games_with_stats,25,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_stat-keeper-iii_rare.png,,,,,volleyball,true,7,2026-03-27T20:07:41.381993+00:00,,,,100,coach,6,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_stat-keeper-iii_rare.png,28,3,3,,milestone
c4792927-287d-457b-8a73-95cc8fc10b03,Evaluator I,Know your players,Complete evaluations for 5 players,Development,stat_cumulative,common,evals_complete,5,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-i_common.png,,,,,volleyball,true,8,2026-03-27T20:07:41.485506+00:00,,,,25,coach,1,Evaluator II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-i_common.png,29,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_evaluator-i-chain_tier0.png,coach
c6394e5a-abd5-43b1-b234-627ad14827bf,Evaluator II,Complete team evaluation,Complete evaluations for all players on team,Development,stat_cumulative,uncommon,evals_complete_pct,100,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-ii_uncommon.png,,,,,volleyball,true,9,2026-03-27T20:07:41.592987+00:00,,,,50,coach,3,Evaluator III,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-ii_uncommon.png,29,2,2,,coach
c105ad59-e6fa-4666-a3a0-77f1e1924823,Evaluator III,Multi-season evaluator,Complete full evaluations 3 seasons,Development,stat_cumulative,rare,seasons_with_full_evals,3,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-iii_rare.png,,,,,volleyball,true,10,2026-03-27T20:07:41.704323+00:00,,,,100,coach,6,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_evaluator-iii_rare.png,29,3,3,,coach
436dbffc-1872-4133-ad77-1fab4ce98e69,First W,Nothing like the first one,Win your first game,Winning,stat_cumulative,common,career_wins,1,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_first-w_common.png,,,,,volleyball,true,11,2026-03-27T20:07:41.818072+00:00,,,,25,coach,1,5 Wins,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_first-w_common.png,30,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_first-w-chain_tier0.png,stat
325f9c2b-1e48-4502-a3b4-83c1610062f1,5 Wins,Building momentum,Win 5 games in a season,Winning,stat_cumulative,common,season_wins,5,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_5-wins_common.png,,,,,volleyball,true,12,2026-03-27T20:07:41.908001+00:00,,,,25,coach,1,10 Wins,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_5-wins_common.png,30,2,1,,stat
fc980345-7039-461a-be2b-cf50db316e12,10 Wins,Winning is a habit,Win 10 games in a season,Winning,stat_cumulative,uncommon,season_wins,10,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_10-wins_uncommon.png,,,,,volleyball,true,13,2026-03-27T20:07:42.023774+00:00,,,,50,coach,3,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_10-wins_uncommon.png,30,3,2,,stat
d028b930-c433-48c7-8b20-7353050a1d33,Win Streak I,3 in a row,Win 3 consecutive games,Winning,stat_cumulative,common,win_streak,3,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_win-streak-i_common.png,,,,,volleyball,true,14,2026-03-27T20:07:42.119289+00:00,,,,25,coach,1,Win Streak II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_win-streak-i_common.png,31,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_win-streak-i-chain_tier0.png,stat
ad00fd21-8670-4368-99b6-e16754be5270,Win Streak III,10 in a row,Win 10 consecutive games,Winning,stat_cumulative,rare,win_streak,10,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_win-streak-iii_rare.png,,,,,volleyball,true,16,2026-03-27T20:07:42.319172+00:00,,,,100,coach,6,Unbeatable,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_win-streak-iii_rare.png,31,3,3,,stat
ce4c979d-81c2-4e94-bc84-2f6b7d1bae1d,Unbeatable,20 consecutive wins,Win 20 consecutive games,Winning,stat_cumulative,epic,win_streak,20,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_unbeatable_epic.png,,,,,volleyball,true,17,2026-03-27T20:07:42.431795+00:00,,,,200,coach,10,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_unbeatable_epic.png,31,4,4,,stat
97c97874-c61b-4625-8135-7070fbfe3841,Winning Record,Above .500 this season,Finish season above .500,Winning,stat_cumulative,uncommon,season_win_pct,51,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_winning-record_uncommon.png,,,,,volleyball,true,18,2026-03-27T20:07:42.531702+00:00,,,,50,coach,3,Dominant,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_winning-record_uncommon.png,32,1,2,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_winning-record-chain_tier0.png,stat
33ba54de-4553-46fb-9e7d-11919cbc3de6,Dominant,75%+ win rate,Finish season above .750,Winning,stat_cumulative,rare,season_win_pct,75,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_dominant_rare.png,,,,,volleyball,true,19,2026-03-27T20:07:42.642512+00:00,,,,100,coach,6,Perfect Season,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_dominant_rare.png,32,2,3,,stat
abe21cb6-727a-4056-aaf9-ae543501b6b4,Perfect Season,Undefeated,Win every game in a season,Winning,stat_cumulative,legendary,season_win_pct,100,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_perfect-season_legendary.png,,,,,volleyball,true,20,2026-03-27T20:07:42.732823+00:00,,,,500,coach,15,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_perfect-season_legendary.png,32,3,5,,stat
b8d5d9e8-8482-47ae-8fcd-b8862c01bc57,25 Career Wins,Quarter century,Win 25 career games,Winning,stat_cumulative,uncommon,career_wins,25,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-career-wins_uncommon.png,,,,,volleyball,true,21,2026-03-27T20:07:42.843884+00:00,,,,50,coach,3,50 Career Wins,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_25-career-wins_uncommon.png,33,1,2,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_25-career-wins-chain_tier0.png,stat
1fdce724-525d-49b8-8c38-61a578b0436c,50 Career Wins,Proven winner,Win 50 career games,Winning,stat_cumulative,rare,career_wins,50,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-career-wins_rare.png,,,,,volleyball,true,22,2026-03-27T20:07:42.934111+00:00,,,,100,coach,6,100 Career Wins,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_50-career-wins_rare.png,33,2,3,,stat
82a362a8-8afa-4e2c-8a78-feac828d3d63,100 Career Wins,Triple digits,Win 100 career games,Winning,stat_cumulative,epic,career_wins,100,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_100-career-wins_epic.png,,,,,volleyball,true,23,2026-03-27T20:07:43.085685+00:00,,,,200,coach,10,200 Career Wins,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_100-career-wins_epic.png,33,3,4,,stat
034e3835-b8db-44cd-afba-a325ef2de811,200 Career Wins,Coaching royalty,Win 200 career games,Winning,stat_cumulative,legendary,career_wins,200,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-career-wins_legendary.png,,,,,volleyball,true,24,2026-03-27T20:07:43.183081+00:00,,,,500,coach,15,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_200-career-wins_legendary.png,33,4,5,,stat
31ea133a-0170-4f72-a143-f0093f4b4783,Challenge Creator III,Challenge machine,Create 10 challenges,Engagement,stat_cumulative,uncommon,challenges_created,10,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_challenge-creator-iii_uncommon.png,,,,,volleyball,true,28,2026-03-27T20:07:43.531545+00:00,,,,50,coach,3,Challenge King,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_challenge-creator-iii_uncommon.png,34,3,2,,community
8a292e5e-f1bd-4802-82f4-db0416eacf89,Challenge King,Create 25 challenges (career),Create 25 challenges,Engagement,stat_cumulative,rare,challenges_created,25,lifetime,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_challenge-king_rare.png,,,,,volleyball,true,29,2026-03-27T20:07:43.626314+00:00,,,,100,coach,6,,,lifetime,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_challenge-king_rare.png,34,4,3,,community
8303ef80-9fba-4d42-a7b7-8f82fd4757f5,Full Buy-In II,Full team participation 3 times,3 challenges with 100% participation,Engagement,stat_cumulative,epic,full_participation_challenges,3,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_full-buy-in-ii_epic.png,,,,,volleyball,true,31,2026-03-27T20:07:43.832829+00:00,,,,200,coach,10,,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_full-buy-in-ii_epic.png,35,2,4,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_full-buy-in-i-chain_tier0.png,community
acdeb532-5277-45db-9442-be22ab3b9096,Shoutout Coach I,Give 5 shoutouts,Recognize your players,Engagement,stat_cumulative,common,shoutouts_given,5,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-i_common.png,,,,,volleyball,true,32,2026-03-27T20:07:43.943321+00:00,,,,25,coach,1,Shoutout Coach II,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-i_common.png,36,1,1,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/tier0/coach_shoutout-coach-i-chain_tier0.png,community
3ab49e29-a6da-4b72-b27b-2473e47884d3,Shoutout Coach II,Give 15 shoutouts,Consistent encouragement,Engagement,stat_cumulative,uncommon,shoutouts_given,15,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-ii_uncommon.png,,,,,volleyball,true,33,2026-03-27T20:07:44.046612+00:00,,,,50,coach,3,Shoutout Coach III,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-ii_uncommon.png,36,2,2,,community
de9bc5bf-772e-44af-85a3-ca4944b2ff4a,Shoutout Coach III,Give 25 shoutouts,Player development through praise,Engagement,stat_cumulative,rare,shoutouts_given,25,season,false,,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-iii_rare.png,,,,,volleyball,true,34,2026-03-27T20:07:44.161942+00:00,,,,100,coach,6,Motivator,,season,https://uqpjvbiuokwpldjvxiby.supabase.co/storage/v1/object/public/badges/coach/coach_shoutout-coach-iii_rare.png,36,3,3,,community
